July 9, 2019   19:34:30
Bulk Electrolysis with Coulometry
File: it-5000s
Data Source:  Experiment
Instrument Model:  CHI604E
Header: 
Note: 

Init E (V) = 2.5
End Current Ratio (%) = 10
Data Storage Interval (s) = 5

Total Q = -3.2446e+0C
End i = -8.6441e-4A

Time/sec, Charge/C, Current/A
3970.000, -2.444e+0, -8.093e-4
3975.000, -2.448e+0, -8.103e-4
3980.000, -2.452e+0, -8.108e-4
3985.000, -2.456e+0, -8.130e-4
3990.000, -2.461e+0, -8.133e-4
3995.000, -2.465e+0, -8.120e-4
4000.000, -2.469e+0, -8.120e-4
4005.000, -2.473e+0, -8.139e-4
4010.000, -2.477e+0, -8.152e-4
4015.000, -2.481e+0, -8.161e-4
4020.000, -2.485e+0, -8.152e-4
4025.000, -2.489e+0, -8.149e-4
4030.000, -2.493e+0, -8.145e-4
4035.000, -2.497e+0, -8.135e-4
4040.000, -2.501e+0, -8.147e-4
4045.000, -2.505e+0, -8.163e-4
4050.000, -2.509e+0, -8.176e-4
4055.000, -2.514e+0, -8.162e-4
4060.000, -2.518e+0, -8.162e-4
4065.000, -2.522e+0, -8.160e-4
4070.000, -2.526e+0, -8.185e-4
4075.000, -2.530e+0, -8.197e-4
4080.000, -2.534e+0, -8.200e-4
4085.000, -2.538e+0, -8.212e-4
4090.000, -2.542e+0, -8.212e-4
4095.000, -2.546e+0, -8.206e-4
4100.000, -2.550e+0, -8.190e-4
4105.000, -2.554e+0, -8.225e-4
4110.000, -2.559e+0, -8.236e-4
4115.000, -2.563e+0, -8.245e-4
4120.000, -2.567e+0, -8.256e-4
4125.000, -2.571e+0, -8.256e-4
4130.000, -2.575e+0, -8.257e-4
4135.000, -2.579e+0, -8.247e-4
4140.000, -2.583e+0, -8.248e-4
4145.000, -2.587e+0, -8.236e-4
4150.000, -2.592e+0, -8.232e-4
4155.000, -2.596e+0, -8.230e-4
4160.000, -2.600e+0, -8.230e-4
4165.000, -2.604e+0, -8.220e-4
4170.000, -2.608e+0, -8.213e-4
4175.000, -2.612e+0, -8.219e-4
4180.000, -2.616e+0, -8.233e-4
4185.000, -2.620e+0, -8.227e-4
4190.000, -2.624e+0, -8.228e-4
4195.000, -2.629e+0, -8.239e-4
4200.000, -2.633e+0, -8.243e-4
4205.000, -2.637e+0, -8.261e-4
4210.000, -2.641e+0, -8.261e-4
4215.000, -2.645e+0, -8.239e-4
4220.000, -2.649e+0, -8.220e-4
4225.000, -2.653e+0, -8.204e-4
4230.000, -2.657e+0, -8.198e-4
4235.000, -2.662e+0, -8.175e-4
4240.000, -2.666e+0, -8.171e-4
4245.000, -2.670e+0, -8.179e-4
4250.000, -2.674e+0, -8.179e-4
4255.000, -2.678e+0, -8.190e-4
4260.000, -2.682e+0, -8.191e-4
4265.000, -2.686e+0, -8.177e-4
4270.000, -2.690e+0, -8.170e-4
4275.000, -2.694e+0, -8.171e-4
4280.000, -2.698e+0, -8.176e-4
4285.000, -2.702e+0, -8.180e-4
4290.000, -2.706e+0, -8.169e-4
4295.000, -2.711e+0, -8.164e-4
4300.000, -2.715e+0, -8.156e-4
4305.000, -2.719e+0, -8.142e-4
4310.000, -2.723e+0, -8.141e-4
4315.000, -2.727e+0, -8.143e-4
4320.000, -2.731e+0, -8.144e-4
4325.000, -2.735e+0, -8.158e-4
4330.000, -2.739e+0, -8.183e-4
4335.000, -2.743e+0, -8.192e-4
4340.000, -2.747e+0, -8.196e-4
4345.000, -2.751e+0, -8.196e-4
4350.000, -2.755e+0, -8.209e-4
4355.000, -2.760e+0, -8.217e-4
4360.000, -2.764e+0, -8.229e-4
4365.000, -2.768e+0, -8.248e-4
4370.000, -2.772e+0, -8.258e-4
4375.000, -2.776e+0, -8.280e-4
4380.000, -2.780e+0, -8.305e-4
4385.000, -2.784e+0, -8.301e-4
4390.000, -2.789e+0, -8.285e-4
4395.000, -2.793e+0, -8.262e-4
4400.000, -2.797e+0, -8.245e-4
4405.000, -2.801e+0, -8.267e-4
4410.000, -2.805e+0, -8.254e-4
4415.000, -2.809e+0, -8.252e-4
4420.000, -2.813e+0, -8.267e-4
4425.000, -2.817e+0, -8.302e-4
4430.000, -2.822e+0, -8.308e-4
4435.000, -2.826e+0, -8.297e-4
4440.000, -2.830e+0, -8.293e-4
4445.000, -2.834e+0, -8.300e-4
4450.000, -2.838e+0, -8.315e-4
4455.000, -2.842e+0, -8.339e-4
4460.000, -2.847e+0, -8.342e-4
4465.000, -2.851e+0, -8.352e-4
4470.000, -2.855e+0, -8.356e-4
4475.000, -2.859e+0, -8.340e-4
4480.000, -2.863e+0, -8.326e-4
4485.000, -2.867e+0, -8.336e-4
4490.000, -2.872e+0, -8.354e-4
4495.000, -2.876e+0, -8.357e-4
4500.000, -2.880e+0, -8.368e-4
4505.000, -2.884e+0, -8.387e-4
4510.000, -2.888e+0, -8.383e-4
4515.000, -2.893e+0, -8.378e-4
4520.000, -2.897e+0, -8.372e-4
4525.000, -2.901e+0, -8.369e-4
4530.000, -2.905e+0, -8.372e-4
4535.000, -2.909e+0, -8.376e-4
4540.000, -2.913e+0, -8.379e-4
4545.000, -2.918e+0, -8.386e-4
4550.000, -2.922e+0, -8.394e-4
4555.000, -2.926e+0, -8.425e-4
4560.000, -2.930e+0, -8.452e-4
4565.000, -2.935e+0, -8.478e-4
4570.000, -2.939e+0, -8.485e-4
4575.000, -2.943e+0, -8.481e-4
4580.000, -2.947e+0, -8.489e-4
4585.000, -2.952e+0, -8.492e-4
4590.000, -2.956e+0, -8.487e-4
4595.000, -2.960e+0, -8.492e-4
4600.000, -2.964e+0, -8.498e-4
4605.000, -2.969e+0, -8.503e-4
4610.000, -2.973e+0, -8.495e-4
4615.000, -2.977e+0, -8.494e-4
4620.000, -2.981e+0, -8.499e-4
4625.000, -2.986e+0, -8.513e-4
4630.000, -2.990e+0, -8.543e-4
4635.000, -2.994e+0, -8.556e-4
4640.000, -2.998e+0, -8.560e-4
4645.000, -3.003e+0, -8.555e-4
4650.000, -3.007e+0, -8.571e-4
4655.000, -3.011e+0, -8.568e-4
4660.000, -3.015e+0, -8.561e-4
4665.000, -3.020e+0, -8.571e-4
4670.000, -3.024e+0, -8.579e-4
4675.000, -3.028e+0, -8.583e-4
4680.000, -3.033e+0, -8.603e-4
4685.000, -3.037e+0, -8.606e-4
4690.000, -3.041e+0, -8.609e-4
4695.000, -3.046e+0, -8.616e-4
4700.000, -3.050e+0, -8.622e-4
4705.000, -3.054e+0, -8.623e-4
4710.000, -3.058e+0, -8.617e-4
4715.000, -3.063e+0, -8.594e-4
4720.000, -3.067e+0, -8.579e-4
4725.000, -3.071e+0, -8.587e-4
4730.000, -3.076e+0, -8.597e-4
4735.000, -3.080e+0, -8.618e-4
4740.000, -3.084e+0, -8.628e-4
4745.000, -3.089e+0, -8.642e-4
4750.000, -3.093e+0, -8.663e-4
4755.000, -3.097e+0, -8.693e-4
4760.000, -3.102e+0, -8.704e-4
4765.000, -3.106e+0, -8.694e-4
4770.000, -3.110e+0, -8.685e-4
4775.000, -3.115e+0, -8.683e-4
4780.000, -3.119e+0, -8.670e-4
4785.000, -3.123e+0, -8.656e-4
4790.000, -3.128e+0, -8.636e-4
4795.000, -3.132e+0, -8.639e-4
4800.000, -3.136e+0, -8.646e-4
4805.000, -3.141e+0, -8.679e-4
4810.000, -3.145e+0, -8.709e-4
4815.000, -3.149e+0, -8.710e-4
4820.000, -3.154e+0, -8.703e-4
4825.000, -3.158e+0, -8.697e-4
4830.000, -3.162e+0, -8.703e-4
4835.000, -3.167e+0, -8.711e-4
4840.000, -3.171e+0, -8.718e-4
4845.000, -3.175e+0, -8.734e-4
4850.000, -3.180e+0, -8.716e-4
4855.000, -3.184e+0, -8.693e-4
4860.000, -3.189e+0, -8.694e-4
4865.000, -3.193e+0, -8.664e-4
4870.000, -3.197e+0, -8.650e-4
4875.000, -3.201e+0, -8.638e-4
4880.000, -3.206e+0, -8.619e-4
4885.000, -3.210e+0, -8.635e-4
4890.000, -3.214e+0, -8.628e-4
4895.000, -3.219e+0, -8.615e-4
4900.000, -3.223e+0, -8.611e-4
4905.000, -3.227e+0, -8.610e-4
4910.000, -3.232e+0, -8.603e-4
4915.000, -3.236e+0, -8.636e-4
4920.000, -3.240e+0, -8.654e-4
4925.000, -3.245e+0, -8.644e-4
